studyid,authors,Year,Outcome,Measure,includes_complete_dichotomous,setting,Studygroups,Studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,white_%_treat,white_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_incidents_treat,bl_person_time_treat,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_incidents_cont,bl_person_time_cont,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_incidents_treat,pt_person_time_treat,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_incidents_cont,pt_person_time_cont,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepted_violent,reported_accepting_violent,accepts_felons,reported_accepting_felons,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_treatment_completion_treat_%,pt_treatment_completion_treat_n,pt_treatment_completion_cont_%,pt_treatment_completion_cont_n,source,source_collapsed,source_published,organisation_or_research_group,research_design,stage_of_disposition,reported_single_judge,JOs_presiding_over_hearings_collapsed,report_team_training,report_JO training,report_judge_or_team_training,Average _minutes_review_hearing,report_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,Frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,frequent_rh_collapsed,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,reported_drug_or_alcohol_treatment_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_probation_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,overall_robins,ROB_confounding,ROB_participants,ROB_classification,ROB_deviation,ROB_missing,ROB_measurement,ROB_reporting
5,Evans et al.,2014,drug use,% drug use,Yes,DC,standard,None Reported,Not Reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36.1,10.4,36.3,10.2,67.4,67.8,38.9,38,12,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.8,1062,34.1,1062,1,Treatment completion,During,NR,NR,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,18.7,1062,16.3,1062,,Not reported,Yes,Yes,NR,No,No,NR,NR,NR,NR,33.5,355.77,33,350.46,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,NR,NR,2,2,2,4,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
5,Evans et al.,2014,arrests,% arrested,Yes,DC,standard,None Reported,Not Reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36.1,10.4,36.3,10.2,67.4,67.8,38.9,38,12,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,29.9,1062,29.4,1062,1,Treatment completion,During,NR,NR,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,1062,5.1,1062,,Not reported,Yes,Yes,NR,No,No,NR,NR,NR,NR,33.5,355.77,33,350.46,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,NR,NR,2,2,2,4,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
5,Evans et al.,2014,incarceration,% incarcerated,Yes,DC,standard,None Reported,Not Reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36.1,10.4,36.3,10.2,67.4,67.8,38.9,38,12,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,65.3,1062,64.3,1062,1,Treatment completion,During,NR,NR,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.4,1062,9.2,1062,,Not reported,Yes,Yes,NR,No,No,NR,NR,NR,NR,33.5,355.77,33,350.46,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,NR,NR,2,2,2,4,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
6,Ferguson et al.,2008,clinical recidivism,% institutionalised,Yes,MHC,standard,None Reported,Graduates/Opt outs,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,64.2,NR,51.6,NR,12,NR,NR,NR,NR,NR,218,NR,NR,NR,NR,NR,218,27.5,218,29.4,218,12,Treatment completion,Post,NR,10.18,12,12,NR,NR,NR,NR,NR,218,NR,NR,NR,NR,NR,218,26.1,218,26.1,218,,Misdemeanant,No,No,No,No,No,39.91,87,NR,NR,39.91,87,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,1,NR,5,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
6,Ferguson et al.,2008,clinical recidivism,% institutionalised,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,NR,NR,NR,NR,NR,87,NR,NR,NR,NR,NR,218,24.1,87,NR,NR,12,Treatment completion,Post,NR,10.18,12,12,NR,NR,NR,NR,NR,87,NR,NR,NR,NR,NR,218,25.3,87,NR,NR,,Misdemeanant,No,No,No,No,No,100,87,NR,NR,100,87,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,1,NR,5,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
6,Ferguson et al.,2008,clinical recidivism,mean institutionalised events,No,MHC,standard,None Reported,Graduates/Opt outs,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,64.2,NR,51.6,NR,12,11,NR,NR,2398,2616,218,8.1,NR,NR,1765.8,2616,218,NR,NR,NR,NR,12,Treatment completion,Post,NR,10.18,12,12,10.9,NR,NR,2376.2,2616,218,8.3,NR,NR,1809.4,2616,218,NR,NR,NR,NR,,Misdemeanant,No,No,No,No,No,39.91,87,NR,NR,39.91,87,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,1,NR,5,1,Yes,Yes,3,critical,critical,serious,serious,NI,low,moderate,serious
6,Ferguson et al.,2008,clinical recidivism,mean institutionalised events,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,6.5,NR,NR,565.5,1044,87,NR,NR,NR,1765.8,NR,NR,NR,NR,NR,NR,12,Treatment completion,Post,NR,10.18,12,12,5.7,NR,NR,495.9,1044,87,NR,NR,NR,1809.4,NR,NR,NR,NR,NR,NR,,Misdemeanant,No,No,No,No,No,100,87,NR,NR,100,87,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,1,NR,5,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
6,Ferguson et al.,2008,clinical recidivism,mean days institutionalised,No,MHC,standard,None Reported,Graduates/Opt outs,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,64.2,NR,51.6,NR,12,18.3,NR,NR,3989.4,2616,218,18.8,NR,NR,4098.4,2616,218,NR,NR,NR,NR,12,Treatment completion,Post,NR,10.18,12,12,15.9,NR,NR,3466.2,2616,218,22.2,NR,NR,4839.6,2616,218,NR,NR,NR,NR,,Misdemeanant,No,No,No,No,No,39.91,87,NR,NR,39.91,87,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,1,NR,5,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
6,Ferguson et al.,2008,clinical recidivism,mean days institutionalised,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,21.2,NR,NR,1844.4,1044,87,NR,NR,NR,4098.4,NR,NR,NR,NR,NR,NR,12,Treatment completion,Post,NR,10.18,12,12,17.6,NR,NR,1531.2,1044,87,NR,NR,NR,4839.6,NR,NR,NR,NR,NR,NR,,Misdemeanant,No,No,No,No,No,100,87,NR,NR,100,87,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,1,NR,5,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
7,Frailing,2010,incarceration,mean jail days,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,47.26,60.92,82.72,81.09,12,56.62,71.29,NR,8209.9,1740,145,56.54,73.67,NR,13456.52,2856,238,NR,NR,NR,NR,12,Treatment completion,Post,12,NR,12,12,11.91,24.13,NR,1738.86,1752,146,134.61,150.23,NR,32037.18,2856,238,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Post,No,Multiple,No,No,No,NR,No,Yes,No,Yes,No,No,Weekly,initial phases,frequent,frequent,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,1,1,5,1,NR,No,3,critical,critical,critical,moderate,NI,critical,moderate,serious
8,Granfield et al.,1998,arrests,mean arrests,No,DC,retrospective,1992,Not Reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,2.1,NR,NR,210,1200,100,1.3,NR,NR,130,1200,100,NR,NR,NR,NR,12,sentence date,During,24,NR,0,0,1.4,NR,NR,140,1200,100,1.3,NR,NR,130,1200,100,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,Yes,Yes,NR,NR,NR,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,1,NR,6,3,NR,No,3,critical,critical,critical,moderate,NI,NI,low,moderate
8,Granfield et al.,1998,arrests,mean arrests,No,DC,retrospective,1993,Not Reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,2.1,NR,NR,210,1200,100,1.5,NR,NR,150,1200,100,NR,NR,NR,NR,12,sentence date,During,24,NR,0,0,1.4,NR,NR,140,1200,100,1.7,NR,NR,170,1200,100,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,Yes,Yes,NR,NR,NR,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,1,NR,6,3,NR,No,3,critical,critical,critical,moderate,NI,NI,low,moderate
9,Godley et al,1998,arrests,mean arrests,No,DC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,65,NR,62,NR,12,1.31,1.19,NR,136,1248,104,0.99,1.31,NR,149,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.39,0.96,NR,41,1248,104,0.49,1.16,NR,74,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,23.08,24,76.92,80,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,critical,critical,serious,moderate,low,serious,moderate,moderate
9,Godley et al,1998,arrests,mean arrests,No,DC,Opt-ins vs Opt-outs,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,1.29,1.04,NR,31,288,24,0.99,1.31,NR,149,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.04,0.2,NR,1,288,24,0.49,1.16,NR,74,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
9,Godley et al,1998,arrests,mean arrests,No,DC,Opt-ins vs Opt-outs,None Reported,Early dropouts,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,0.92,1.21,NR,18.33,240,20,0.99,1.31,NR,149,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.67,1.37,NR,13.33,240,20,0.49,1.16,NR,74,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
9,Godley et al,1998,arrests,mean arrests,No,DC,Opt-ins vs Opt-outs,None Reported,Late dropouts,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,1.21,0.51,NR,72.86,720,60,0.99,1.31,NR,149,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.34,0.83,NR,20.57,720,60,0.49,1.16,NR,74,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
9,Godley et al,1998,arrests,mean drug-charge ,No,DC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,65,NR,62,NR,12,0.6,1.02,NR,62,1248,104,0.32,0.8,NR,47,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.24,0.66,NR,25,1248,104,0.25,0.73,NR,38,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,23.08,24,76.92,80,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
9,Godley et al,1998,arrests,mean drug-charge ,No,DC,Opt-ins vs Opt-outs,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,0.63,0.77,NR,15,288,24,0.32,0.8,NR,47,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.04,0.2,NR,1,288,24,0.25,0.73,NR,38,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
9,Godley et al,1998,arrests,mean drug-charge ,No,DC,Opt-ins vs Opt-outs,None Reported,Early dropouts,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,0.63,0.77,NR,10,240,20,0.32,0.8,NR,47,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.45,0.94,NR,9,240,20,0.25,0.73,NR,38,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
9,Godley et al,1998,arrests,mean drug-charge ,No,DC,Opt-ins vs Opt-outs,None Reported,Late dropouts,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,0.63,0.77,NR,37,720,60,0.32,0.8,NR,47,1800,150,NR,NR,NR,NR,12,Enrolment,During,NR,NR,NR,NR,0.25,0.65,NR,15,720,60,0.25,0.73,NR,38,1800,150,NR,NR,NR,NR,,Felon,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Chestnut health systems,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,emplotment training,NR,4,1,6,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
10,Han & Redlich,2016,arrests,mean arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.6,10.7,36.2,9,58,62,48,45,6,1.31,1.12,NR,467.67,2142,357,1.85,1.88,NR,710.4,2304,384,NR,NR,NR,NR,6,Enrolment,During,NR,NR,NR,NR,0.45,0.85,NR,160.65,2142,357,0.65,1.64,NR,249.6,2304,384,NR,NR,NR,NR,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Policy Research Associates,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,NR,NR,2,2,9,9,NR,No,3,critical,critical,serious,low,NI,low,low,moderate
11,Han,2017,arrests,mean arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.6,10.7,36.2,9,58,62,48,45,6,1.31,1.12,NR,467.67,2142,357,1.85,1.88,NR,710.4,2304,384,NR,NR,NR,NR,6,Enrolment,During,NR,NR,NR,NR,0.45,0.85,NR,160.65,2142,357,0.65,1.64,NR,249.6,2304,384,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,Policy Research Associates,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,Yes,Yes,4,serious,serious,serious,low,NI,low,NI,moderate
12,Steadman et al.,2011,arrests,mean arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.5,NR,36.6,NR,58.2,63.2,56.6,58.8,18,2.28,1.63,NR,841.32,6642,369,2.24,2.2,NR,1178.24,9468,526,NR,NR,NR,NR,18,Not reported,During,NR,NR,NR,NR,1.06,1.67,NR,391.14,6642,369,2.4,2.68,NR,1262.4,9468,526,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Policy Research Associates,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,Weekly,initial phases,frequent,frequent,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,3,3,Yes,Yes,4,serious,serious,moderate,moderate,NI,low,moderate,moderate
12,Steadman et al.,2011,incarceration,mean jail days,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.5,NR,36.6,NR,58.2,63.2,56.6,58.8,18,70.24,96.12,NR,21423.2,5490,305,60.48,86.49,NR,23163.84,6894,383,NR,NR,NR,NR,18,Not reported,During,NR,NR,NR,NR,46.08,77.38,NR,14054.4,5490,305,52.74,80.44,NR,20199.42,6894,383,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Policy Research Associates,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,Weekly,initial phases,frequent,frequent,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,3,3,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
12,Steadman et al.,2011,arrests,annualized arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.5,NR,36.6,NR,58.2,63.2,56.6,58.8,18,2.1,3,NR,938.7,8046,447,2.6,6.1,NR,1560,10800,600,NR,NR,NR,NR,18,Not reported,During,NR,NR,NR,NR,1.3,3,NR,581.1,8046,447,2,8.8,NR,1200,10800,600,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Policy Research Associates,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,Weekly,initial phases,frequent,frequent,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,3,3,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
13,Hartmann & Rhineberger,2003,adjudicated crimes,mean adjudicated crimes,Yes,JDC,participants vs referrees,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,15.14,NR,14.83,NR,NR,NR,NR,NR,12,1.64,NR,NR,146,1068,89,1.67,NR,NR,65,468,39,88.76,89,92.31,39,12,Treatment completion,Post,11.05,NR,12,12,0.58,NR,NR,52,1068,89,0.49,NR,NR,19,468,39,35.96,89,23.08,39,,Felony/Misdemeanor,NR,No,Yes,Yes,No,32.65,48,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,Yes,Yes,No,Yes,No,No,Weekly,whole treatment,frequent,frequent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,family therapy,probation,2,2,4,3,NR,No,3,critical,critical,serious,moderate,NI,serious,moderate,moderate
14,Moore & Hiday,2006,arrests,mean arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35.65,NR,30.08,NR,68.29,72.68,60.98,45.4,12,1.21,NR,NR,99.22,984,82,1.69,NR,NR,309.27,2196,183,NR,NR,NR,NR,12,Enrolment,During,6,NR,6,12,1.1,NR,NR,90.2,984,82,2.36,NR,NR,431.88,2196,183,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,63.41,52,36.59,30,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,social services,NR,1,NR,8,2,NR,No,3,critical,critical,serious,moderate,low,low,low,moderate
14,Moore & Hiday,2006,arrests,mean arrests,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36.23,NR,30.08,NR,69.23,NR,67.31,NR,12,0.96,NR,NR,49.92,624,52,NR,NR,NR,309.27,2196,183,NR,NR,NR,NR,12,Enrolment,During,6,NR,6,12,0.58,NR,NR,30.16,624,52,2.36,NR,NR,431.88,2196,183,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,social services,NR,1,NR,8,2,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
